date,Price,,
2010-11-13,18420,,
2010-11-12,17810,,
2010-11-11,18040,,
2010-11-10,17740,,
2010-11-09,18170,,
2010-11-08,18950,,
2010-11-07,19370,,
2010-11-06,19770,,
2010-11-05,20120,,
2010-11-04,20280,,
2010-11-03,19440,,
2010-11-02,19370,,
2010-11-01,20080,,
2010-10-31,18710,,
2010-10-30,18680,,
2010-10-29,18680,,
2010-10-28,18730,,
2010-10-27,18450,,
2010-10-26,18950,,
2010-10-25,19910,,
2010-10-24,19980,,
2010-10-23,20590,,
2010-10-22,19890,,
2010-10-21,20200,,
2010-10-20,19590,,
2010-10-19,20620,,
2010-10-18,21580,,
2010-10-17,23280,,
2010-10-16,22610,,
2010-10-15,23000,,
2010-10-14,22060,,
2010-10-13,22080,,
2010-10-12,22690,,
2010-10-11,22570,,
2010-10-10,22480,,
2010-10-09,23440,,
2010-10-08,23000,,
2010-10-07,22650,,
2010-10-06,22350,,
2010-10-05,22660,,
2010-10-04,23560,,
2010-10-03,25650,,
2010-10-02,24860,,
2010-10-01,24200,,
2010-09-30,24050,,
2010-09-29,24680,,
2010-09-28,25380,,
2010-09-27,25400,,
2010-09-26,27050,,
2010-09-25,27520,,
2010-09-24,28070,,
2010-09-23,28070,,
2010-09-22,28640,,
2010-09-21,28200,,
2010-09-20,28160,,
2010-09-19,28280,,
2010-09-18,27760,,
2010-09-17,26860,,
2010-09-16,26240,,
2010-09-15,25900,,
2010-09-14,25920,,
2010-09-13,27010,,
2010-09-12,28100,,
2010-09-11,28670,,
2010-09-10,27230,,
2010-09-09,27100,,
2010-09-08,26680,,
2010-09-07,27350,,
2010-09-06,28020,,
2010-09-05,28400,,
2010-09-04,28380,,
2010-09-03,28370,,
2010-09-02,28420,,
2010-09-01,28350,,
2010-08-31,26510,,
2010-08-30,26930,,
2010-08-29,27370,,
2010-08-28,27070,,
2010-08-27,27350,,
2010-08-26,27160,,
2010-08-25,27710,,
2010-08-24,28210,,
2010-08-23,29900,,
2010-08-22,29360,,
2010-08-21,30240,,
2010-08-20,31320,,
2010-08-19,30370,,
2010-08-18,30480,,
2010-08-17,31160,,
2010-08-16,32210,,
2010-08-15,32530,,
2010-08-14,33280,,
2010-08-13,34140,,
2010-08-12,35550,,
2010-08-11,35660,,
2010-08-10,35260,,
2010-08-09,35120,,
2010-08-08,36240,,
2010-08-07,36200,,
2010-08-06,37380,,
2010-08-05,36520,,
2010-08-04,35920,,
2010-08-03,37620,,
2010-08-02,35990,,
2010-08-01,34400,,
2010-07-31,34650,,
2010-07-30,35610,,
2010-07-29,35160,,
2010-07-28,37130,,
2010-07-27,36060,,
2010-07-26,36140,,
2010-07-25,37110,,
2010-07-24,38090,,
2010-07-23,38140,,
2010-07-22,36870,,
2010-07-21,36140,,
2010-07-20,35230,,
2010-07-19,35960,,
2010-07-18,35760,,
2010-07-17,38560,,
2010-07-16,38150,,
2010-07-15,36290,,
2010-07-14,33600,,
2010-07-13,33300,,
2010-07-12,32910,,
2010-07-11,32660,,
2010-07-10,30600,,
2010-07-09,29370,,
2010-07-08,27300,,
2010-07-07,25370,,
2010-07-06,26080,,
2010-07-05,26490,,
2010-07-04,26530,,
2010-07-03,28140,,
2010-07-02,28720,,
2010-07-01,27590,,
2010-06-30,25530,,
2010-06-29,24720,,
2010-06-28,24380,,
2010-06-27,25660,,
2010-06-26,26770,,
2010-06-25,25960,,
2010-06-24,26170,,
2010-06-23,24860,,
2010-06-22,25560,,
2010-06-21,25200,,
2010-06-20,25910,,
2010-06-19,26350,,
2010-06-18,25630,,
2010-06-17,26550,,
2010-06-16,25850,,
2010-06-15,25090,,
2010-06-14,23740,,
2010-06-13,26530,,
2010-06-12,26210,,
2010-06-11,24580,,
2010-06-10,24420,,
2010-06-09,25310,,
2010-06-08,24860,,
2010-06-07,24680,,
2010-06-06,24920,,
2010-06-05,24600,,
2010-06-04,24230,,
2010-06-03,24660,,
2010-06-02,24040,,
2010-06-01,24360,,
2010-05-31,21890,,
2010-05-30,23000,,
2010-05-29,22350,,
2010-05-28,22170,,
2010-05-27,21970,,
2010-05-26,22390,,
2010-05-25,22620,,
2010-05-24,22840,,
2010-05-23,23100,,
2010-05-22,23860,,
2010-05-21,24460,,
2010-05-20,23580,,
2010-05-19,23710,,
2010-05-18,23730,,
2010-05-17,23850,,
2010-05-16,23320,,
2010-05-15,24770,,
2010-05-14,23250,,
2010-05-13,23160,,
2010-05-12,22710,,
2010-05-11,22510,,
2010-05-10,23460,,
2010-05-09,23250,,
2010-05-08,22730,,
2010-05-07,22390,,
2010-05-06,22140,,
2010-05-05,23140,,
2010-05-04,24750,,
2010-05-03,24030,,
2010-05-02,25570,,
2010-05-01,24870,,
2010-04-30,23370,,
2010-04-29,23470,,
2010-04-28,22400,,
2010-04-27,21230,,
2010-04-26,21100,,
2010-04-25,22390,,
2010-04-24,22370,,
2010-04-23,21840,,
2010-04-22,21860,,
2010-04-21,21150,,
2010-04-20,21020,,
2010-04-19,20650,,
2010-04-18,22440,,
2010-04-17,21660,,
2010-04-16,21820,,
2010-04-15,21510,,
2010-04-14,22590,,
2010-04-13,22880,,
2010-04-12,22130,,
2010-04-11,22840,,
2010-04-10,22580,,
2010-04-09,21970,,
2010-04-08,22800,,
2010-04-07,21790,,
2010-04-06,21610,,
2010-04-05,21810,,
2010-04-04,22060,,
2010-04-03,22240,,
2010-04-02,21660,,
2010-04-01,21560,,
2010-03-31,21800,,
2010-03-30,22160,,
2010-03-29,22350,,
2010-03-28,22000,,
2010-03-27,23110,,
2010-03-26,21970,,
2010-03-25,21700,,
2010-03-24,22050,,
2010-03-23,22480,,
2010-03-22,22710,,
2010-03-21,23460,,
2010-03-20,23890,,
2010-03-19,23650,,
2010-03-18,22750,,
2010-03-17,23090,,
2010-03-16,23920,,
2010-03-15,24530,,
2010-03-14,24180,,
2010-03-13,23230,,
2010-03-12,22670,,
2010-03-11,22980,,
2010-03-10,21460,,
2010-03-09,21390,,
2010-03-08,21770,,
2010-03-07,21920,,
2010-03-06,22770,,
2010-03-05,22980,,
2010-03-04,23180,,
2010-03-03,23820,,
2010-03-02,24500,,
2010-03-01,25160,,
2010-02-28,24960,,
2010-02-27,26110,,
2010-02-26,25430,,
2010-02-25,24500,,
2010-02-24,24420,,
2010-02-23,24700,,
2010-02-22,24440,,
2010-02-21,24680,,
2010-02-20,24580,,
2010-02-19,25250,,
2010-02-18,24640,,
2010-02-17,25140,,
2010-02-16,25720,,
2010-02-15,25480,,
2010-02-14,26840,,
2010-02-13,26520,,
2010-02-12,27420,,
2010-02-11,26160,,
2010-02-10,25600,,
2010-02-09,24980,,
2010-02-08,24010,,
2010-02-07,23980,,
2010-02-06,25300,,
2010-02-05,24620,,
2010-02-04,24190,,
2010-02-03,24590,,
2010-02-02,23970,,
2010-02-01,23300,,
2010-01-31,23730,,
2010-01-30,23890,,
2010-01-29,23840,,
2010-01-28,23320,,
2010-01-27,24620,,
2010-01-26,23350,,
2010-01-25,24270,,
2010-01-24,23660,,
2010-01-23,24830,,
2010-01-22,24320,,
2010-01-21,25170,,
2010-01-20,24910,,
2010-01-19,23270,,
2010-01-18,23620,,
2010-01-17,24100,,
2010-01-16,23300,,
2010-01-15,22360,,
2010-01-14,22080,,
2010-01-13,21820,,
2010-01-12,22370,,
2010-01-11,22320,,
2010-01-10,22430,,
2010-01-09,21610,,
2010-01-08,22120,,
2010-01-07,21640,,
2010-01-06,21090,,
2010-01-05,21110,,
2010-01-04,22180,,
2010-01-03,22170,,
2010-01-02,22330,,
2010-01-01,21770,,
2009-12-31,21300,,
2009-12-30,21160,,
2009-12-29,21630,,
2009-12-28,21860,,
2009-12-27,21230,,
2009-12-26,21500,,
2009-12-25,21450,,
2009-12-24,21940,,
2009-12-23,21520,,
2009-12-22,21320,,
2009-12-21,22180,,
2009-12-20,23450,,
2009-12-19,23450,,
2009-12-18,21860,,
2009-12-17,23010,,
2009-12-16,22350,,
2009-12-15,22410,,
2009-12-14,21380,,
2009-12-13,21570,,
2009-12-12,22420,,
2009-12-11,22190,,
2009-12-10,21330,,
2009-12-09,20280,,
2009-12-08,19270,,
2009-12-07,19290,,
2009-12-06,20160,,
2009-12-05,19960,,
2009-12-04,19840,,
2009-12-03,18650,,
2009-12-02,18600,,
2009-12-01,18430,,
2009-11-30,17970,,
2009-11-29,18210,,
2009-11-28,17790,,
2009-11-27,17620,,
2009-11-26,17210,,
2009-11-25,17940,,
2009-11-24,18130,,
2009-11-23,17500,,
2009-11-22,18040,,
2009-11-21,17890,,
2009-11-20,18170,,
2009-11-19,17800,,
2009-11-18,17840,,
2009-11-17,17700,,
2009-11-16,17860,,
2009-11-15,18020,,
2009-11-14,18380,,
2009-11-13,19510,,
2009-11-12,18100,,
2009-11-11,16900,,
2009-11-10,17040,,
2009-11-09,15560,,
2009-11-08,16620,,
2009-11-07,16560,,
2009-11-06,15770,,
2009-11-05,16160,,
2009-11-04,15340,,
2009-11-03,15050,,
2009-11-02,15270,,
2009-11-01,15040,,
2009-10-31,14360,,
2009-10-30,13880,,
2009-10-29,13040,,
2009-10-28,13290,,
2009-10-27,13260,,
2009-10-26,13160,,
2009-10-25,13910,,
2009-10-24,14570,,
2009-10-23,14370,,
2009-10-22,13750,,
2009-10-21,14400,,
2009-10-20,14510,,
2009-10-19,14640,,
2009-10-18,14730,,
2009-10-17,14910,,
2009-10-16,14340,,
2009-10-15,14290,,
2009-10-14,15050,,
2009-10-13,14690,,
2009-10-12,14430,,
2009-10-11,15020,,
2009-10-10,15060,,
2009-10-09,14130,,
2009-10-08,14160,,
2009-10-07,14470,,
2009-10-06,14450,,
2009-10-05,14880,,
2009-10-04,14130,,
2009-10-03,14110,,
2009-10-02,14570,,
2009-10-01,15500,,
2009-09-30,12930,,
2009-09-29,13040,,
2009-09-28,12440,,
2009-09-27,12970,,
2009-09-26,12930,,
2009-09-25,13070,,
2009-09-24,12630,,
2009-09-23,12770,,
2009-09-22,12480,,
2009-09-21,12790,,
2009-09-20,12630,,
2009-09-19,12710,,
2009-09-18,12340,,
2009-09-17,12590,,
2009-09-16,13160,,
2009-09-15,13480,,
2009-09-14,12820,,
2009-09-13,13600,,
2009-09-12,13050,,
2009-09-11,12690,,
2009-09-10,12650,,
2009-09-09,12180,,
2009-09-08,13130,,
2009-09-07,13570,,
2009-09-06,13650,,
2009-09-05,14370,,
2009-09-04,14140,,
2009-09-03,13910,,
2009-09-02,13800,,
2009-09-01,13770,,
2009-08-31,12930,,
2009-08-30,13750,,
2009-08-29,12910,,
2009-08-28,12880,,
2009-08-27,13760,,
2009-08-26,13320,,
2009-08-25,13540,,
2009-08-24,14520,,
2009-08-23,14670,,
2009-08-22,15730,,
2009-08-21,15380,,
2009-08-20,15010,,
2009-08-19,14430,,
2009-08-18,15200,,
2009-08-17,15040,,
2009-08-16,15590,,
2009-08-15,15580,,
2009-08-14,16740,,
2009-08-13,15950,,
2009-08-12,16370,,
2009-08-11,15680,,
2009-08-10,16960,,
2009-08-09,16710,,
2009-08-08,16390,,
2009-08-07,16520,,
2009-08-06,15410,,
2009-08-05,14710,,
2009-08-04,14310,,
2009-08-03,14350,,
2009-08-02,13880,,
2009-08-01,14170,,
2009-07-31,14730,,
2009-07-30,15840,,
2009-07-29,16180,,
2009-07-28,16100,,
2009-07-27,16240,,
2009-07-26,16820,,
2009-07-25,17340,,
2009-07-24,17760,,
2009-07-23,18550,,
2009-07-22,18650,,
2009-07-21,19540,,
2009-07-20,19270,,
2009-07-19,19570,,
2009-07-18,20330,,
2009-07-17,19780,,
2009-07-16,20170,,
2009-07-15,19710,,
2009-07-14,19600,,
2009-07-13,21060,,
2009-07-12,19970,,
2009-07-11,20080,,
2009-07-10,19410,,
2009-07-09,18440,,
2009-07-08,18260,,
2009-07-07,18600,,
2009-07-06,18370,,
2009-07-05,18520,,
2009-07-04,18430,,
2009-07-03,17700,,
2009-07-02,17520,,
2009-07-01,17000,,
2009-06-30,15940,,
2009-06-29,16610,,
2009-06-28,16960,,
2009-06-27,17160,,
2009-06-26,15860,,
2009-06-25,16650,,
2009-06-24,17050,,
2009-06-23,17460,,
2009-06-22,18610,,
2009-06-21,19390,,
2009-06-20,18470,,
2009-06-19,17130,,
2009-06-18,18130,,
2009-06-17,18460,,
2009-06-16,18410,,
2009-06-15,21050,,
2009-06-14,20180,,
2009-06-13,20570,,
2009-06-12,20200,,
2009-06-11,19130,,
2009-06-10,20370,,
2009-06-09,19740,,
2009-06-08,21170,,
2009-06-07,20600,,
2009-06-06,21550,,
2009-06-05,20650,,
2009-06-04,21130,,
2009-06-03,21010,,
2009-06-02,19880,,
2009-06-01,21530,,
2009-05-31,20960,,
2009-05-30,21680,,
2009-05-29,20650,,
2009-05-28,20930,,
2009-05-27,20690,,
2009-05-26,20950,,
2009-05-25,21730,,
2009-05-24,21440,,
2009-05-23,21820,,
2009-05-22,21340,,
2009-05-21,22060,,
2009-05-20,20780,,
2009-05-19,20720,,
2009-05-18,20890,,
2009-05-17,21750,,
2009-05-16,21780,,
2009-05-15,21850,,
2009-05-14,20390,,
2009-05-13,20460,,
2009-05-12,20440,,
2009-05-11,21300,,
2009-05-10,21650,,
2009-05-09,21100,,
2009-05-08,20620,,
2009-05-07,19060,,
2009-05-06,20960,,
2009-05-05,21810,,
2009-05-04,21920,,
2009-05-03,21460,,
2009-05-02,21610,,
2009-05-01,22300,,
2009-04-30,21460,,
2009-04-29,21210,,
2009-04-28,20380,,
2009-04-27,19270,,
2009-04-26,19790,,
2009-04-25,20650,,
2009-04-24,20340,,
2009-04-23,20640,,
2009-04-22,21460,,
2009-04-21,21140,,
2009-04-20,22350,,
2009-04-19,22690,,
2009-04-18,21500,,
2009-04-17,19970,,
2009-04-16,19490,,
2009-04-15,20460,,
2009-04-14,20770,,
2009-04-13,20770,,
2009-04-12,22140,,
2009-04-11,20970,,
2009-04-10,20500,,
2009-04-09,21960,,
2009-04-08,23020,,
2009-04-07,22330,,
2009-04-06,24360,,
2009-04-05,23830,,
2009-04-04,24140,,
2009-04-03,23070,,
2009-04-02,21900,,
2009-04-01,23410,,
2009-03-31,23470,,
2009-03-30,23360,,
2009-03-29,22480,,
2009-03-28,24440,,
2009-03-27,22530,,
2009-03-26,22690,,
2009-03-25,24210,,
2009-03-24,20930,,
2009-03-23,22300,,
2009-03-22,23580,,
2009-03-21,23190,,
2009-03-20,22610,,
2009-03-19,23390,,
2009-03-18,24170,,
2009-03-17,24670,,
2009-03-16,25290,,
2009-03-15,26180,,
2009-03-14,26110,,
2009-03-13,24370,,
2009-03-12,26160,,
2009-03-11,25460,,
2009-03-10,26490,,
2009-03-09,26520,,
2009-03-08,27960,,
2009-03-07,27630,,
2009-03-06,27670,,
2009-03-05,28350,,
2009-03-04,28270,,
2009-03-03,28460,,
2009-03-02,29820,,
2009-03-01,29540,,
2009-02-28,29130,,
2009-02-27,28940,,
2009-02-26,30200,,
2009-02-25,29780,,
2009-02-24,30960,,
2009-02-23,30010,,
2009-02-22,29700,,
2009-02-21,30060,,
2009-02-20,31050,,
2009-02-19,30700,,
2009-02-18,31480,,
2009-02-17,32230,,
2009-02-16,32160,,
2009-02-15,32560,,
2009-02-14,32750,,
2009-02-13,31960,,
2009-02-12,32500,,
2009-02-11,32420,,
2009-02-10,33010,,
2009-02-09,32110,,
2009-02-08,32950,,
2009-02-07,32460,,
2009-02-06,34430,,
2009-02-05,36640,,
2009-02-04,37150,,
2009-02-03,37460,,
2009-02-02,37410,,
2009-02-01,37860,,
2009-01-31,38610,,
2009-01-30,37670,,
2009-01-29,36660,,
2009-01-28,35980,,
2009-01-27,32980,,
2009-01-26,33250,,
2009-01-25,31280,,
2009-01-24,33050,,
2009-01-23,32500,,
2009-01-22,32250,,
2009-01-21,32050,,
2009-01-20,31830,,
2009-01-19,31340,,
2009-01-18,30810,,
2009-01-17,31740,,
2009-01-16,31300,,
2009-01-15,32400,,
2009-01-14,32000,,
2009-01-13,31770,,
2009-01-12,32650,,
2009-01-11,31120,,
2009-01-10,31660,,
2009-01-09,32030,,
2009-01-08,33210,,
2009-01-07,32910,,
2009-01-06,32130,,
2009-01-05,32150,,
2009-01-04,32110,,
2009-01-03,33370,,
2009-01-02,33090,,
2009-01-01,32410,,
2008-12-31,31860,,
2008-12-30,31910,,
2008-12-29,32320,,
2008-12-28,32260,,
2008-12-27,31920,,
2008-12-26,31030,,
2008-12-25,30760,,
2008-12-24,29520,,
2008-12-23,28920,,
2008-12-22,29100,,
2008-12-21,28450,,
2008-12-20,28300,,
2008-12-19,27610,,
2008-12-18,27940,,
2008-12-17,28370,,
2008-12-16,26570,,
2008-12-15,26460,,
2008-12-14,26300,,
2008-12-13,28260,,
2008-12-12,27550,,
2008-12-11,28190,,
2008-12-10,26160,,
2008-12-09,26490,,
2008-12-08,26390,,
2008-12-07,25580,,
2008-12-06,26720,,
2008-12-05,26040,,
2008-12-04,24720,,
2008-12-03,24630,,
2008-12-02,24170,,
2008-12-01,24010,,
2008-11-30,23950,,
2008-11-29,24660,,
2008-11-28,23470,,
2008-11-27,24000,,
2008-11-26,23790,,
2008-11-25,23020,,
2008-11-24,22380,,
2008-11-23,23200,,
2008-11-22,23510,,
2008-11-21,22360,,
2008-11-20,22650,,
2008-11-19,22210,,
2008-11-18,22740,,
2008-11-17,23120,,
2008-11-16,23050,,
2008-11-15,22900,,
2008-11-14,21840,,
2008-11-13,22820,,
2008-11-12,23180,,
2008-11-11,22490,,
2008-11-10,23100,,
2008-11-09,22480,,
2008-11-08,22690,,
2008-11-07,22720,,
2008-11-06,21960,,
2008-11-05,21410,,
2008-11-02,22470,,
2008-11-01,22690,,
2008-10-31,21200,,
2008-10-30,21560,,
2008-10-29,22830,,
2008-10-28,22070,,
2008-10-27,21420,,
2008-10-26,23140,,
2008-10-25,22320,,
2008-10-24,22100,,
2008-10-23,20340,,
2008-10-22,20420,,
2008-10-21,20980,,
2008-10-20,21250,,
2008-10-19,22110,,
2008-10-18,21870,,
2008-10-17,21780,,
2008-10-16,23130,,
2008-10-15,22110,,
2008-10-14,21290,,
2008-10-13,20950,,
2008-10-08,19680,,
2008-10-07,20140,,
2008-10-06,20140,,
2008-10-05,20020,,
2008-10-04,20360,,
2008-10-03,21680,,
2008-10-02,22710,,
2008-10-01,22010,,
2008-09-30,22910,,
2008-09-29,22500,,
2008-09-28,21920,,
2008-09-27,22910,,
2008-09-26,21940,,
2008-09-25,22140,,
2008-09-24,21470,,
2008-09-23,21810,,
2008-09-22,22240,,
2008-09-21,21980,,
2008-09-20,23270,,
2008-09-19,23110,,
2008-09-18,22440,,
2008-09-17,22470,,
2008-09-16,21480,,
2008-09-15,19280,,
2008-09-14,19170,,
2008-09-13,20040,,
2008-09-12,17720,,
2008-09-11,14850,,
2008-09-10,14210,,
2008-09-09,14820,,
2008-09-08,15440,,
2008-09-07,14820,,
2008-09-06,14010,,
2008-09-05,14050,,
2008-09-04,13960,,
2008-09-03,14320,,
2008-09-02,14160,,
2008-09-01,14210,,
